SO,Fase,Variable_o_Escenario,Valor_o_Latencia,Jitter_ms,Perdida_pct,TLS,Iteracion,time_connect,time_appconnect,handshake_ms,time_total,http_code,status
macOS,Parametro,Latencia,200,0,0,tls12,49,0.212551,0.674457,461.906,1.406349,200,OK
macOS,Parametro,Latencia,200,0,0,tls12,50,0.210566,0.665098,454.532,1.401542,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,1,0.31234,0.969561,657.221,2.003152,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,2,0.312845,0.968177,655.332,2.090277,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,3,0.313626,0.973287,659.661,2.006417,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,4,0.311326,1.028392,717.066,2.054755,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,5,0.31018,0.969365,659.185,1.997708,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,6,0.313848,0.9729,659.052,2.005842,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,7,0.3118,0.972997,661.197,2.005319,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,8,0.312621,1.086806,774.185,2.180894,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,9,0.317946,0.983634,665.688,2.101771,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,10,0.395068,1.114121,719.053,2.186867,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,11,0.313932,0.985588,671.656,2.056547,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,12,0.316238,0.984944,668.706,2.150427,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,13,0.318051,0.986531,668.48,2.085038,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,14,0.313976,0.971382,657.406,2.182062,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,15,0.311726,1.004276,692.55,2.050711,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,16,0.313726,1.007976,694.25,2.096979,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,17,0.314483,0.993129,678.646,2.211209,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,18,0.313287,1.000989,687.702,2.062062,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,19,0.313507,0.9909,677.393,2.148304,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,20,0.340827,1.013138,672.311,2.111914,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,21,0.314111,0.972867,658.756,2.056339,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,22,0.314233,0.976004,661.771,2.023967,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,23,0.311695,0.97938,667.685,2.222433,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,24,0.312087,0.998786,686.699,2.042315,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,25,0.311931,0.97923,667.299,2.033903,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,26,0.315526,0.979104,663.578,2.008697,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,27,0.312051,0.966011,653.96,1.997957,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,28,0.31335,0.975033,661.683,2.001333,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,29,0.312996,0.966696,653.7,1.992553,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,30,0.323528,0.980499,656.971,2.008884,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,31,0.312707,0.964716,652.009,1.988509,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,32,0.31229,0.968464,656.174,1.997413,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,33,0.31263,0.966946,654.316,2.000802,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,34,0.310185,0.966556,656.371,1.984175,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,35,0.318906,0.981334,662.428,2.012544,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,36,0.310828,0.970358,659.53,1.988186,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,37,0.312791,0.97609,663.299,2.009107,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,38,0.31651,0.97372,657.21,2.00974,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,39,0.313308,0.975606,662.298,2.112943,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,40,0.311981,0.973689,661.708,2.107437,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,41,0.313112,0.996477,683.365,2.033716,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,42,0.313899,0.968629,654.73,1.999967,200,OK
macOS,Parametro,Latencia,300,0,0,tls12,43,0.311864,0.965671,653.807,2.1068,200,OK
